unix,date,symbol,open,high,low,close,Volume XRP,Volume USD,Index
1576972800,12/22/2019,XRP/USD,0.1917,0.1971,0.1907,0.1969,4186567.21,21603479.0,262
1576886400,12/21/2019,XRP/USD,0.1955,0.1966,0.1904,0.1917,3581323.69,18593712.0,263
1576800000,12/20/2019,XRP/USD,0.1878,0.1986,0.1837,0.1955,8667129.13,45482013.0,264
1576713600,12/19/2019,XRP/USD,0.196,0.1972,0.1846,0.1878,6961881.34,36878058.0,265
1576627200,12/18/2019,XRP/USD,0.1834,0.2013,0.1748,0.196,13253933.17,70447880.0,266
1576540800,12/17/2019,XRP/USD,0.2052,0.2052,0.1773,0.1834,16204065.09,85444166.19,267
1576454400,12/16/2019,XRP/USD,0.2172,0.2173,0.201,0.2052,6008032.57,28708034.0,268
1576368000,12/15/2019,XRP/USD,0.2161,0.2193,0.2144,0.2172,2130193.91,9823316.0,269
1576281600,12/14/2019,XRP/USD,0.2208,0.221,0.2144,0.2161,2434674.24,11216236.0,270
1576195200,12/13/2019,XRP/USD,0.218,0.2209,0.2146,0.2208,3882463.89,17766728.0,271
1576108800,12/12/2019,XRP/USD,0.2207,0.2228,0.2159,0.218,4464280.94,20354323.0,272
1576022400,12/11/2019,XRP/USD,0.2224,0.2235,0.2196,0.2207,2843137.26,12850632.0,273
1575936000,12/10/2019,XRP/USD,0.2245,0.2255,0.2188,0.2224,3892172.35,17550126.0,274
1575849600,12/9/2019,XRP/USD,0.2296,0.2311,0.2206,0.2245,3748371.62,16584306.0,275
1575763200,12/8/2019,XRP/USD,0.2275,0.2329,0.2242,0.2296,3161921.56,13827781.0,276
1575676800,12/7/2019,XRP/USD,0.2261,0.2288,0.2236,0.2275,3584297.61,15826128.0,277
1575590400,12/6/2019,XRP/USD,0.2211,0.2272,0.2192,0.2261,4391747.05,19669112.0,278
1575504000,12/5/2019,XRP/USD,0.2143,0.2265,0.2118,0.2211,5607312.72,25680986.0,279
1575417600,12/4/2019,XRP/USD,0.2196,0.2256,0.2096,0.2143,5848147.35,26997430.0,280
1575331200,12/3/2019,XRP/USD,0.2192,0.2222,0.2177,0.2196,3104164.1,14101025.0,281
1575244800,12/2/2019,XRP/USD,0.2251,0.2267,0.2174,0.2192,3791035.43,17201825.0,282
1575158400,12/1/2019,XRP/USD,0.2259,0.226,0.2188,0.2251,4695249.21,21156692.0,283
1575072000,11/30/2019,XRP/USD,0.2306,0.2323,0.2239,0.2259,3638906.39,16010188.0,284
1574985600,11/29/2019,XRP/USD,0.2235,0.2325,0.223,0.2306,4863663.73,21274015.0,285
1574899200,11/28/2019,XRP/USD,0.2245,0.23,0.2225,0.2235,4547333.39,20046737.0,286
1574812800,11/27/2019,XRP/USD,0.221,0.2306,0.2129,0.2245,7775547.91,34967499.0,287
1574726400,11/26/2019,XRP/USD,0.218,0.2221,0.213,0.221,7301037.3,33477176.0,288
1574640000,11/25/2019,XRP/USD,0.2204,0.2255,0.2001,0.218,16779680.1,77824930.0,289
1574553600,11/24/2019,XRP/USD,0.2347,0.2351,0.2186,0.2204,6103460.36,26898501.0,290
1574467200,11/23/2019,XRP/USD,0.2309,0.2362,0.226,0.2347,7370908.67,31833556.0,291
1574380800,11/22/2019,XRP/USD,0.2433,0.2456,0.221,0.2309,14656582.5,63109528.0,292
1574294400,11/21/2019,XRP/USD,0.2498,0.253,0.2337,0.2433,8944743.54,36793048.0,293
1574208000,11/20/2019,XRP/USD,0.2536,0.2587,0.2478,0.2498,5970223.59,23750065.0,294
1574121600,11/19/2019,XRP/USD,0.2515,0.2562,0.2425,0.2536,6923006.73,27779324.0,295
1574035200,11/18/2019,XRP/USD,0.2632,0.2632,0.2387,0.2515,9750105.64,38337498.0,296
1573948800,11/17/2019,XRP/USD,0.2623,0.2664,0.2587,0.2632,2987085.48,11335730.0,297
1573862400,11/16/2019,XRP/USD,0.2606,0.2644,0.2586,0.2623,4081100.97,15611021.0,298
1573776000,11/15/2019,XRP/USD,0.2675,0.26899999999999996,0.2518,0.2606,7917974.01,30265558.0,299
1573689600,11/14/2019,XRP/USD,0.2717,0.2724,0.2629,0.2675,6504667.03,24321973.0,300
1573603200,11/13/2019,XRP/USD,0.2721,0.2757,0.2701,0.2717,5087991.4,18700796.0,301
1573516800,11/12/2019,XRP/USD,0.2741,0.2761,0.2667,0.2721,5193222.55,19137783.0,302
1573430400,11/11/2019,XRP/USD,0.2789,0.2811,0.2687,0.2741,6005482.08,21856765.0,303
1573344000,11/10/2019,XRP/USD,0.2799,0.2844,0.2766,0.2789,6800371.09,24282531.0,304
1573257600,11/9/2019,XRP/USD,0.2754,0.2827,0.2743,0.2799,6495157.33,23321140.0,305
1573171200,11/8/2019,XRP/USD,0.2904,0.2907,0.2702,0.2754,15054308.88,53953041.0,306
1573084800,11/7/2019,XRP/USD,0.3109,0.3179,0.2751,0.2904,16851391.79,56934388.0,307
1572998400,11/6/2019,XRP/USD,0.301,0.3143,0.2973,0.3109,11156261.95,36686265.0,308
1572912000,11/5/2019,XRP/USD,0.2994,0.3057,0.2952,0.301,11939474.33,39668350.0,309
1572825600,11/4/2019,XRP/USD,0.2906,0.3006,0.2894,0.2994,6362779.16,21578346.0,310
1572739200,11/3/2019,XRP/USD,0.2951,0.2965,0.2883,0.2906,4217367.99,14467773.0,311
1572652800,11/2/2019,XRP/USD,0.2924,0.2982,0.2902,0.2951,5446533.35,18494510.0,312
1572566400,11/1/2019,XRP/USD,0.2947,0.295,0.284,0.2924,7416506.53,25509164.0,313
1572480000,10/31/2019,XRP/USD,0.2952,0.2988,0.2885,0.2947,7856589.69,26701520.0,314
1572393600,10/30/2019,XRP/USD,0.3027,0.3066,0.2896,0.2952,8827437.17,29745419.0,315
1572307200,10/29/2019,XRP/USD,0.2947,0.3107,0.2945,0.3027,9210813.59,30559543.0,316
1572220800,10/28/2019,XRP/USD,0.299,0.3061,0.294,0.2947,8998264.19,30089479.0,317
1572134400,10/27/2019,XRP/USD,0.2942,0.3035,0.2904,0.299,10803494.25,36331747.0,318
1572048000,10/26/2019,XRP/USD,0.299,0.315,0.2835,0.2942,20821481.96,69388873.0,319
1571961600,10/25/2019,XRP/USD,0.2766,0.3088,0.2747,0.299,14174704.13,48589138.0,320
1571875200,10/24/2019,XRP/USD,0.2737,0.2809,0.2669,0.2766,7335661.05,26774637.0,321
1571788800,10/23/2019,XRP/USD,0.2906,0.2916,0.25,0.2737,16746625.81,61504242.0,322
1571702400,10/22/2019,XRP/USD,0.2926,0.3044,0.2887,0.2906,8572513.35,29058616.0,323
1571616000,10/21/2019,XRP/USD,0.2947,0.2948,0.2885,0.2926,5892874.62,20194847.0,324
1571529600,10/20/2019,XRP/USD,0.2919,0.2966,0.2801,0.2947,7391973.12,25548166.0,325
1571443200,10/19/2019,XRP/USD,0.2945,0.2996,0.2875,0.2919,5728361.35,19554835.0,326
1571356800,10/18/2019,XRP/USD,0.3019,0.3024,0.285,0.2945,8649611.93,29572790.0,327
1571270400,10/17/2019,XRP/USD,0.2834,0.3038,0.28,0.3019,11827798.81,39975071.0,328
1571184000,10/16/2019,XRP/USD,0.2884,0.2922,0.2783,0.2834,8734009.3,30667237.0,329
1571097600,10/15/2019,XRP/USD,0.2976,0.2995,0.2829,0.2884,11585865.01,39911738.0,330
1571011200,10/14/2019,XRP/USD,0.2777,0.2987,0.2766,0.2976,11893981.25,41091057.0,331
1570924800,10/13/2019,XRP/USD,0.2729,0.2822,0.2714,0.2777,4983208.12,17931402.0,332
1570838400,10/12/2019,XRP/USD,0.2679,0.2777,0.2677,0.2729,4570136.75,16754991.0,333
1570752000,10/11/2019,XRP/USD,0.2711,0.2767,0.2649,0.2679,5872564.01,21785364.0,334
1570665600,10/10/2019,XRP/USD,0.2819,0.2825,0.265,0.2711,6707433.66,24528291.0,335
1570579200,10/9/2019,XRP/USD,0.2778,0.287,0.2732,0.2819,9817293.73,34947837.0,336
1570492800,10/8/2019,XRP/USD,0.2764,0.2859,0.271,0.2778,9150595.79,33025588.0,337
1570406400,10/7/2019,XRP/USD,0.2557,0.2815,0.2536,0.2764,15209123.25,55795316.0,338
1570320000,10/6/2019,XRP/USD,0.2542,0.257,0.2511,0.2557,4336146.83,17086972.0,339
1570233600,10/5/2019,XRP/USD,0.2533,0.2569,0.247,0.2542,4620270.41,18267145.0,340
1570147200,10/4/2019,XRP/USD,0.2476,0.2572,0.2445,0.2533,5988856.14,23773905.0,341
1570060800,10/3/2019,XRP/USD,0.2535,0.254,0.24100000000000002,0.2476,5620187.8,22729593.0,342
1569974400,10/2/2019,XRP/USD,0.2484,0.2551,0.2447,0.2535,7086184.61,28335293.0,343
1569888000,10/1/2019,XRP/USD,0.2565,0.2614,0.245,0.2484,6541035.97,25738687.0,344
1569801600,9/30/2019,XRP/USD,0.2406,0.2621,0.2353,0.2565,11375852.09,44682486.0,345
1569715200,9/29/2019,XRP/USD,0.2423,0.2428,0.2347,0.2406,3279270.92,13748369.0,346
1569628800,9/28/2019,XRP/USD,0.2428,0.2451,0.2383,0.2423,3108719.65,12863224.0,347
1569542400,9/27/2019,XRP/USD,0.2423,0.2473,0.2332,0.2428,6163482.45,25696029.0,348
1569456000,9/26/2019,XRP/USD,0.24600000000000002,0.25,0.228,0.2423,9298126.11,38757949.0,349
1569369600,9/25/2019,XRP/USD,0.2341,0.2498,0.2318,0.24600000000000002,10281092.35,42611416.0,350
1569283200,9/24/2019,XRP/USD,0.2677,0.2729,0.2165,0.2341,24420571.92,99354601.0,351
1569196800,9/23/2019,XRP/USD,0.2766,0.2864,0.2651,0.2677,8927542.86,32458643.0,352
1569110400,9/22/2019,XRP/USD,0.2896,0.2897,0.2682,0.2766,6707479.0,24175567.0,353
1569024000,9/21/2019,XRP/USD,0.2938,0.2977,0.2862,0.2896,5980421.79,20544972.0,354
1568937600,9/20/2019,XRP/USD,0.3014,0.3023,0.2821,0.2938,9042198.45,30959883.0,355
1568851200,9/19/2019,XRP/USD,0.3143,0.3143,0.2815,0.3014,20762929.51,69687792.0,356
1568764800,9/18/2019,XRP/USD,0.2858,0.327,0.2853,0.3143,23530588.27,75648843.0,357
1568678400,9/17/2019,XRP/USD,0.2615,0.299,0.26,0.2858,17785952.37,62694207.0,358
1568592000,9/16/2019,XRP/USD,0.2608,0.264,0.2568,0.2615,5262978.39,20212485.0,359
1568505600,9/15/2019,XRP/USD,0.2619,0.2644,0.2589,0.2608,2657936.26,10161473.0,360
1568419200,9/14/2019,XRP/USD,0.2557,0.2658,0.2543,0.2619,6042748.49,23138831.0,361
1568332800,9/13/2019,XRP/USD,0.2542,0.2566,0.2522,0.2557,3805350.22,14956242.0,362
1568246400,9/12/2019,XRP/USD,0.2552,0.2568,0.2502,0.2542,4413431.83,17397467.0,363
1568160000,9/11/2019,XRP/USD,0.2585,0.2608,0.2508,0.2552,4072663.25,16023813.0,364
1568073600,9/10/2019,XRP/USD,0.2584,0.2638,0.253,0.2585,4837317.93,18663888.0,365
1567987200,9/9/2019,XRP/USD,0.2625,0.2648,0.2562,0.2584,4590589.94,17690101.0,366
1567900800,9/8/2019,XRP/USD,0.2604,0.2661,0.2562,0.2625,4383293.19,16745291.0,367
1567814400,9/7/2019,XRP/USD,0.2515,0.2636,0.2505,0.2604,4890669.42,19003864.0,368
1567728000,9/6/2019,XRP/USD,0.2563,0.2603,0.2471,0.2515,5681091.35,22306560.0,369
1567641600,9/5/2019,XRP/USD,0.2589,0.2595,0.2536,0.2563,4126942.45,16098355.0,370
1567555200,9/4/2019,XRP/USD,0.2629,0.2631,0.2564,0.2589,4386268.92,16877889.0,371
1567468800,9/3/2019,XRP/USD,0.2616,0.2674,0.2583,0.2629,5125668.05,19487717.0,372
1567382400,9/2/2019,XRP/USD,0.2569,0.265,0.2535,0.2616,4649603.91,17997449.0,373
1567296000,9/1/2019,XRP/USD,0.2577,0.259,0.2501,0.2569,2786297.81,10890065.0,374
1567209600,8/31/2019,XRP/USD,0.2558,0.2607,0.2528,0.2577,2920253.4,11380008.0,375
1567123200,8/30/2019,XRP/USD,0.2568,0.2583,0.252,0.2558,4383984.0,17196714.0,376
1567036800,8/29/2019,XRP/USD,0.2563,0.2628,0.2467,0.2568,7949907.46,31254790.0,377
1566950400,8/28/2019,XRP/USD,0.2693,0.2696,0.244,0.2563,8519751.0,33188521.0,378
1566864000,8/27/2019,XRP/USD,0.2702,0.2704,0.2645,0.2693,3225331.91,12029520.0,379
1566777600,8/26/2019,XRP/USD,0.2697,0.2806,0.2663,0.2702,4622125.55,17044030.0,380
1566691200,8/25/2019,XRP/USD,0.2719,0.2765,0.2658,0.2697,3947509.59,14554913.0,381
1566604800,8/24/2019,XRP/USD,0.2773,0.2782,0.2635,0.2719,3783708.17,13949623.0,382
1566518400,8/23/2019,XRP/USD,0.2711,0.2793,0.2676,0.2773,5181359.02,18876948.0,383
1566432000,8/22/2019,XRP/USD,0.2658,0.2747,0.2605,0.2711,6104380.3,22746176.0,384
1566345600,8/21/2019,XRP/USD,0.2745,0.2747,0.2576,0.2658,7363936.23,27785004.0,385
1566259200,8/20/2019,XRP/USD,0.2822,0.2825,0.27,0.2745,4867940.46,17721724.0,386
1566172800,8/19/2019,XRP/USD,0.2835,0.2907,0.276,0.2822,7310989.96,25880050.0,387
1566086400,8/18/2019,XRP/USD,0.2657,0.2923,0.2635,0.2835,10206959.85,36162512.0,388
1566000000,8/17/2019,XRP/USD,0.2612,0.2696,0.2584,0.2657,5640577.85,21363508.0,389
1565913600,8/16/2019,XRP/USD,0.2638,0.265,0.2544,0.2612,7028298.43,26952383.0,390
1565827200,8/15/2019,XRP/USD,0.2632,0.271,0.2481,0.2638,13601145.99,52059959.0,391
1565740800,8/14/2019,XRP/USD,0.2968,0.2978,0.2369,0.2632,20007872.45,75241991.0,392
1565654400,8/13/2019,XRP/USD,0.3007,0.301,0.2918,0.2968,4738349.52,16023811.0,393
1565568000,8/12/2019,XRP/USD,0.3028,0.3053,0.2977,0.3007,3671991.04,12210933.0,394
1565481600,8/11/2019,XRP/USD,0.2985,0.306,0.295,0.3028,3950818.13,13135605.0,395
1565395200,8/10/2019,XRP/USD,0.2959,0.3053,0.2908,0.2985,6598500.78,22134255.0,396
1565308800,8/9/2019,XRP/USD,0.3078,0.3086,0.2892,0.2959,9145834.34,30701682.0,397
1565222400,8/8/2019,XRP/USD,0.3111,0.312,0.3035,0.3078,6635128.13,21628338.0,398
1565136000,8/7/2019,XRP/USD,0.3114,0.3158,0.3065,0.3111,6487335.04,20861456.0,399
1565049600,8/6/2019,XRP/USD,0.3214,0.3247,0.3078,0.3114,6643277.94,21074416.0,400
1564963200,8/5/2019,XRP/USD,0.3199,0.332,0.3197,0.3214,7833097.78,24151607.0,401
1564876800,8/4/2019,XRP/USD,0.3166,0.3244,0.3123,0.3199,5204437.19,16289012.0,402
1564790400,8/3/2019,XRP/USD,0.3118,0.318,0.3113,0.3166,5093458.45,16143275.0,403
1564704000,8/2/2019,XRP/USD,0.3166,0.3183,0.3093,0.3118,5053296.38,16125377.0,404
1564617600,8/1/2019,XRP/USD,0.32,0.3201,0.3116,0.3166,4875538.8,15489545.0,405
1564531200,7/31/2019,XRP/USD,0.3188,0.3239,0.3153,0.32,5665574.0,17754082.0,406
1564444800,7/30/2019,XRP/USD,0.31,0.322,0.3065,0.3188,5124221.66,16204414.0,407
1564358400,7/29/2019,XRP/USD,0.3118,0.3148,0.3052,0.31,4087428.68,13188967.0,408
1564272000,7/28/2019,XRP/USD,0.3093,0.3148,0.2991,0.3118,5412072.24,17561476.0,409
1564185600,7/27/2019,XRP/USD,0.3243,0.3277,0.3045,0.3093,6182307.42,19710820.0,410
1564099200,7/26/2019,XRP/USD,0.3138,0.3255,0.3076,0.3243,6392658.05,20145513.0,411
1564012800,7/25/2019,XRP/USD,0.3158,0.3235,0.3116,0.3138,4944275.64,15583782.0,412
1563926400,7/24/2019,XRP/USD,0.3084,0.3186,0.3023,0.3158,6720782.98,21641406.0,413
1563840000,7/23/2019,XRP/USD,0.3212,0.3212,0.306,0.3084,6375307.49,20405778.0,414
1563753600,7/22/2019,XRP/USD,0.331,0.3331,0.3159,0.3212,6412784.45,19889699.0,415
1563667200,7/21/2019,XRP/USD,0.33399999999999996,0.3361,0.3213,0.331,7416594.31,22595391.0,416
1563580800,7/20/2019,XRP/USD,0.3198,0.344,0.3193,0.33399999999999996,11111872.72,33442617.0,417
1563494400,7/19/2019,XRP/USD,0.3212,0.32299999999999995,0.3101,0.3198,7367215.69,23197762.0,418
1563408000,7/18/2019,XRP/USD,0.311,0.3272,0.3025,0.3212,10416837.33,32758815.0,419
1563321600,7/17/2019,XRP/USD,0.2955,0.3267,0.2933,0.311,12336885.43,39969201.0,420
1563235200,7/16/2019,XRP/USD,0.3137,0.32,0.2821,0.2955,13951844.72,46226416.0,421
1563148800,7/15/2019,XRP/USD,0.3048,0.3247,0.295,0.3137,13785681.73,44360943.0,422
1563062400,7/14/2019,XRP/USD,0.3328,0.3353,0.3,0.3048,11727283.8,37217638.0,423
1562976000,7/13/2019,XRP/USD,0.3444,0.3458,0.3238,0.3328,7562915.75,22705508.0,424
1562889600,7/12/2019,XRP/USD,0.3294,0.3519,0.3198,0.3444,13104938.25,38684833.0,425
1562803200,7/11/2019,XRP/USD,0.3624,0.3632,0.3172,0.3294,20423505.05,61373168.0,426
1562716800,7/10/2019,XRP/USD,0.3942,0.3987,0.3455,0.3624,18225089.14,49689338.0,427
1562630400,7/9/2019,XRP/USD,0.4027,0.4085,0.3892,0.3942,7773321.92,19487953.0,428
1562544000,7/8/2019,XRP/USD,0.3984,0.406,0.3929,0.4027,6909352.54,17307937.0,429
1562457600,7/7/2019,XRP/USD,0.3898,0.4009,0.3868,0.3984,6331424.3,16053057.0,430
1562371200,7/6/2019,XRP/USD,0.3798,0.4118,0.3791,0.3898,9214446.03,23379847.0,431
1562284800,7/5/2019,XRP/USD,0.3869,0.3903,0.374,0.3798,9464737.85,24790242.0,432
1562198400,7/4/2019,XRP/USD,0.4061,0.4061,0.3858,0.3869,7709927.79,19433943.0,433
1562112000,7/3/2019,XRP/USD,0.3984,0.4075,0.3951,0.4061,10780942.58,26896546.0,434
1562025600,7/2/2019,XRP/USD,0.4052,0.4094,0.3812,0.3984,13342494.94,33820275.0,435
1561939200,7/1/2019,XRP/USD,0.3922,0.42,0.3806,0.4052,17316545.31,43425348.0,436
1561852800,6/30/2019,XRP/USD,0.425,0.4275,0.3911,0.3922,13283821.24,32525548.0,437
1561766400,6/29/2019,XRP/USD,0.4248,0.4275,0.4001,0.425,19954233.75,47996665.0,438
1561680000,6/28/2019,XRP/USD,0.4049,0.4249,0.3953,0.4248,16947715.45,41280554.0,439
1561593600,6/27/2019,XRP/USD,0.4624,0.4671,0.3863,0.4049,33475937.53,80093203.0,440
1561507200,6/26/2019,XRP/USD,0.466,0.4943,0.4368,0.4624,41773694.39,87999288.0,441
1561420800,6/25/2019,XRP/USD,0.4728,0.4756,0.45399999999999996,0.466,16911637.9,36310771.0,442
1561334400,6/24/2019,XRP/USD,0.46799999999999997,0.4746,0.4464,0.4728,15248097.14,33159518.0,443
1561248000,6/23/2019,XRP/USD,0.4746,0.4879,0.4618,0.46799999999999997,16222650.38,34032667.0,444
1561161600,6/22/2019,XRP/USD,0.4457,0.5175,0.4402,0.4746,43212637.73,91446909.0,445
1561075200,6/21/2019,XRP/USD,0.431,0.4499,0.4301,0.4457,14076363.66,31986378.0,446
1560988800,6/20/2019,XRP/USD,0.4351,0.4366,0.4206,0.431,8243290.29,19177643.0,447
1560902400,6/19/2019,XRP/USD,0.4271,0.4388,0.4239,0.4351,10449681.27,24214913.0,448
1560816000,6/18/2019,XRP/USD,0.4486,0.456,0.4178,0.4271,20038709.99,45971562.0,449
1560729600,6/17/2019,XRP/USD,0.4282,0.4637,0.4265,0.4486,21578170.35,48683494.0,450
1560643200,6/16/2019,XRP/USD,0.4119,0.4439,0.4088,0.4282,14253448.18,33520074.0,451
1560556800,6/15/2019,XRP/USD,0.4046,0.4149,0.4022,0.4119,8255627.57,20191760.0,452
1560470400,6/14/2019,XRP/USD,0.3999,0.4056,0.3913,0.4046,6532950.03,16440218.0,453
1560384000,6/13/2019,XRP/USD,0.4031,0.4126,0.3965,0.3999,8870105.07,21993243.0,454
1560297600,6/12/2019,XRP/USD,0.3935,0.4046,0.3885,0.4031,9705735.0,24434385.0,455
1560211200,6/11/2019,XRP/USD,0.4015,0.4045,0.38299999999999995,0.3935,7329389.21,18670155.0,456
1560124800,6/10/2019,XRP/USD,0.3863,0.4057,0.3804,0.4015,9034138.98,22854038.0,457
1560038400,6/9/2019,XRP/USD,0.4087,0.4116,0.3701,0.3863,11007362.53,28438103.0,458
1559952000,6/8/2019,XRP/USD,0.4209,0.4232,0.40399999999999997,0.4087,6849297.92,16538678.0,459
1559865600,6/7/2019,XRP/USD,0.4201,0.43200000000000005,0.4151,0.4209,11587240.62,27395198.0,460
1559779200,6/6/2019,XRP/USD,0.401,0.4288,0.3912,0.4201,15980184.15,38793638.0,461
1559692800,6/5/2019,XRP/USD,0.3986,0.4134,0.3877,0.401,10240950.66,25657348.0,462
1559606400,6/4/2019,XRP/USD,0.4173,0.4196,0.38299999999999995,0.3986,22490220.99,55938344.0,463
1559520000,6/3/2019,XRP/USD,0.4452,0.465,0.4103,0.4173,18036314.89,40842501.0,464
1559433600,6/2/2019,XRP/USD,0.4303,0.4476,0.4289,0.4452,6988278.49,15878982.0,465
1559347200,6/1/2019,XRP/USD,0.439,0.4418,0.4193,0.4303,8876119.46,20517711.0,466
1559260800,5/31/2019,XRP/USD,0.4196,0.4423,0.4065,0.439,15725253.57,36994070.0,467
1559174400,5/30/2019,XRP/USD,0.4439,0.4749,0.4,0.4196,35096709.0,78960184.0,468
1559088000,5/29/2019,XRP/USD,0.4488,0.4592,0.42,0.4439,19542253.86,44015839.0,469
1559001600,5/28/2019,XRP/USD,0.4341,0.4613,0.4192,0.4488,24246648.12,54991640.0,470
1558915200,5/27/2019,XRP/USD,0.4096,0.4477,0.4049,0.4341,19283554.11,45571315.0,471
1558828800,5/26/2019,XRP/USD,0.3879,0.4194,0.3736,0.4096,9667828.61,24293915.0,472
1558742400,5/25/2019,XRP/USD,0.3847,0.3969,0.3822,0.3879,5035844.73,12971559.0,473
1558656000,5/24/2019,XRP/USD,0.3817,0.396,0.37200000000000005,0.3847,11554265.35,29813222.0,474
1558569600,5/23/2019,XRP/USD,0.3717,0.3889,0.3621,0.3817,8582502.71,22938978.0,475
1558483200,5/22/2019,XRP/USD,0.3974,0.4141,0.3639,0.3717,13590247.79,34926933.0,476
1558396800,5/21/2019,XRP/USD,0.3999,0.4086,0.38799999999999996,0.3974,8583131.22,21561833.0,477
1558310400,5/20/2019,XRP/USD,0.4191,0.4191,0.38,0.3999,14403255.81,36209804.0,478
1558224000,5/19/2019,XRP/USD,0.3731,0.43,0.3707,0.4191,17253432.57,42628517.0,479
1558137600,5/18/2019,XRP/USD,0.3906,0.3969,0.3645,0.3731,10934077.04,28768648.0,480
1558051200,5/17/2019,XRP/USD,0.4201,0.425,0.35,0.3906,28447804.2,74651765.0,481
1557964800,5/16/2019,XRP/USD,0.4593,0.4802,0.39399999999999996,0.4201,42799641.96,97858892.0,482
1557878400,5/15/2019,XRP/USD,0.4083,0.4725,0.4077,0.4593,44382738.97,101830484.0,483
1557792000,5/14/2019,XRP/USD,0.3254,0.4247,0.3226,0.4083,51056038.75,131826995.0,484
1557705600,5/13/2019,XRP/USD,0.311,0.3365,0.3084,0.3254,10284024.48,31554377.0,485
1557619200,5/12/2019,XRP/USD,0.3229,0.3327,0.304,0.311,7512048.01,23830172.0,486
1557532800,5/11/2019,XRP/USD,0.2976,0.342,0.2971,0.3229,12552916.58,39246062.0,487
1557446400,5/10/2019,XRP/USD,0.2937,0.3011,0.29,0.2976,4850118.64,16402615.0,488
1557360000,5/9/2019,XRP/USD,0.2975,0.3,0.2902,0.2937,3220071.03,10922329.0,489
1557273600,5/8/2019,XRP/USD,0.2935,0.2991,0.2912,0.2975,2434707.23,8224151.0,490
1557187200,5/7/2019,XRP/USD,0.3,0.3038,0.2926,0.2935,3182579.78,10636212.0,491
1557100800,5/6/2019,XRP/USD,0.2972,0.304,0.2922,0.3,2496966.97,8381732.0,492
1557014400,5/5/2019,XRP/USD,0.2998,0.3012,0.2956,0.2972,1538962.81,5162089.0,493
1556928000,5/4/2019,XRP/USD,0.3021,0.3125,0.2942,0.2998,2944134.57,9763472.0,494
1556841600,5/3/2019,XRP/USD,0.29600000000000004,0.3078,0.2954,0.3021,3529788.42,11690121.0,495
1556755200,5/2/2019,XRP/USD,0.2996,0.3011,0.2952,0.29600000000000004,2216802.38,7442391.0,496
1556668800,5/1/2019,XRP/USD,0.3052,0.3079,0.2967,0.2996,2984278.89,9908608.0,497
1556582400,4/30/2019,XRP/USD,0.28800000000000003,0.3087,0.2877,0.3052,3726350.87,12345392.0,498
1556496000,4/29/2019,XRP/USD,0.29100000000000004,0.293,0.2831,0.28800000000000003,1998839.86,6927664.0,499
1556409600,4/28/2019,XRP/USD,0.2921,0.2947,0.2876,0.29100000000000004,1431725.43,4915927.0,500
1556323200,4/27/2019,XRP/USD,0.2946,0.2966,0.29,0.2921,1760104.66,6011920.0,501
1556236800,4/26/2019,XRP/USD,0.2865,0.2958,0.2812,0.2946,4040997.82,13983803.0,502
1556150400,4/25/2019,XRP/USD,0.3014,0.3074,0.2736,0.2865,5183396.28,17523524.0,503
1556064000,4/24/2019,XRP/USD,0.3206,0.3218,0.2905,0.3014,6813599.43,22532906.0,504
1555977600,4/23/2019,XRP/USD,0.3245,0.3284,0.3201,0.3206,2698039.18,8307641.0,505
1555891200,4/22/2019,XRP/USD,0.3223,0.3328,0.3189,0.3245,2461643.73,7588289.0,506
1555804800,4/21/2019,XRP/USD,0.3287,0.3301,0.3161,0.3223,2323177.45,7198680.0,507
1555718400,4/20/2019,XRP/USD,0.3319,0.33399999999999996,0.3222,0.3287,2424253.47,7354703.0,508
1555632000,4/19/2019,XRP/USD,0.3363,0.3363,0.3268,0.3319,2998579.85,9051742.0,509
1555545600,4/18/2019,XRP/USD,0.3359,0.3486,0.3333,0.3363,4620700.78,13638641.0,510
1555459200,4/17/2019,XRP/USD,0.326,0.3442,0.3198,0.3359,4553442.28,13732399.0,511
1555372800,4/16/2019,XRP/USD,0.3193,0.3274,0.3159,0.326,2699588.19,8388238.0,512
1555286400,4/15/2019,XRP/USD,0.33,0.33399999999999996,0.314,0.3193,4676315.79,14405096.0,513
1555200000,4/14/2019,XRP/USD,0.3262,0.3316,0.3225,0.33,2499631.92,7646087.0,514
1555113600,4/13/2019,XRP/USD,0.3251,0.3377,0.3226,0.3262,2276016.9,6942142.0,515
1555027200,4/12/2019,XRP/USD,0.3285,0.3313,0.317,0.3251,3756845.88,11543628.0,516
1554940800,4/11/2019,XRP/USD,0.3549,0.3551,0.3227,0.3285,5358434.55,16067465.0,517
1554854400,4/10/2019,XRP/USD,0.3502,0.3615,0.3485,0.3549,4499171.29,12646818.0,518
1554768000,4/9/2019,XRP/USD,0.3592,0.3592,0.348,0.3502,3345409.77,9478655.0,519
1554681600,4/8/2019,XRP/USD,0.3633,0.3727,0.35,0.3592,6329707.41,17524121.0,520
1554595200,4/7/2019,XRP/USD,0.3534,0.3664,0.3507,0.3633,5473797.24,15229620.0,521
1554508800,4/6/2019,XRP/USD,0.3636,0.3655,0.3477,0.3534,5147202.47,14369731.0,522
1554422400,4/5/2019,XRP/USD,0.331,0.38,0.3307,0.3636,9774038.74,27059882.0,523
1554336000,4/4/2019,XRP/USD,0.3437,0.35,0.3252,0.331,5455144.42,16127917.0,524
